timestamp,nose_x,nose_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
0,2.4273955230881996,3.7461244866148125,-1.188460659531684,4.3382147471579,0.1519219234301567,4.976567377063246,-0.26474163064445605,2.8439395171164943,-1.1099245983382582,5.024908198371707,0.8010340543047983,4.279212564357884,-0.004569725858697262,5.6131024625384,-0.024706231199504262,4.668100883719043,-0.6724619851914807,4.4195688819723715,-0.12676648760247475,4.436456146698067,-0.3456644917885394,4.093976490436333,-0.4956281669800598,6.363906671715974,-0.1974725143348448,6.6615402152363306
1,0.3486761954662983,4.927809174004479,1.1365014498653765,5.237094496794895,-1.0620677669532155,4.777207935733049,0.03273208601009265,4.40059585186921,-0.7653266614609631,5.619014456565379,0.28874015392187524,4.360060706577559,0.9936921180378537,4.742054456624184,0.584805402292492,5.716338293334601,0.33085967751003176,4.133257735938108,0.15506136813962168,4.574147412152094,-1.2708042151165257,5.595054875915035,0.24712739785327437,3.3248125489506135,1.9121578792970753,5.327052737313153
2,1.1927983609843005,5.682356227962235,1.2190305752150745,5.918214478143047,-0.5392138389298826,6.3838587885451,-0.6092474264392451,5.644422471446843,1.1456799865726228,4.567999017405923,0.6156408895506478,3.9965671311300506,-0.20858023558767474,4.893106785591436,1.6095889604147267,4.4626189475358515,0.0452743222820067,5.506527233295176,0.5199310773227861,5.562356916420897,-1.4048618967445132,5.4983325761292585,0.8517179317708257,3.6085289869112707,0.6580540213839929,5.267448436717462
3,0.8570043474642017,5.561070720769821,0.7743156202272793,6.294499054862559,0.05233150996608432,5.393466239203603,0.08983948243879292,5.105517812576683,0.07985947583285066,5.679521631736162,-0.23218216872813358,4.184205828396859,-0.35615532457784305,6.602679493270463,-0.2750896268906251,5.031807995149653,-1.5358520984606612,5.799798134859223,-0.3928271121005591,4.978001259317559,0.27538985025116725,6.141777810420627,0.3999379185138908,4.596995072819633,-0.08793384695531664,4.425533521438215
4,0.12366350310273905,6.24452688368976,0.46562329213253273,4.744599278229974,1.5988190130404367,5.766333053817574,1.0563663509889274,4.732942280398077,0.6734488334845639,4.7147966191302055,0.4931202182486013,5.004366103853461,0.24443733199881482,4.888006039060443,1.1934570739437276,5.847001266288033,-0.13142023852329315,5.7204238635339495,1.4872662227049644,6.099482645743449,1.1225937278742768,4.336449457725953,-0.3874774274973643,5.712635544783572,-0.242215310858444,5.251841182600406
5,-0.2703814404738076,6.894814311404206,-0.9012703581390107,6.391490600151515,-0.6427279346003614,6.261474593409486,-0.4536200276612435,4.955422794920282,-0.7019749457915192,5.508620663188014,-0.28026951997953137,5.1867781064353675,0.49775328485895076,6.131187679923361,0.28425753226030737,5.579407933822175,0.6015006267624537,5.215372605527875,-0.8136084184338852,5.740877984702703,0.8936437034897412,5.913855668668537,0.07762241849417928,5.4329155358541055,0.5486197049578,5.287445864074228
6,-0.4777047539328877,4.527931110686554,-0.4035472294679,5.20651584526244,1.2292403444981002,5.824243836712598,-0.1986683131589606,6.816861141785372,1.5118326161346363,6.386973850657127,0.8234619228426195,5.3009208033453,-0.3731389472322536,4.9461726355383515,0.9017826714687671,4.812202396601276,1.0287593913173216,5.648649185704023,1.6499412399324083,4.3394220107256,0.8684912881983802,5.5716810928915965,0.71181826231524,7.354638724166518,1.474808330566162,4.681796161320041
7,2.209606770943781,6.308996078680693,0.3977406873809807,4.437795885873487,0.45921895623783493,5.255408657024048,1.2667364114388933,5.750716823702557,0.6655096091090996,5.581981604473905,0.4126850643669434,4.252649554726853,1.4098662769327726,5.881064527331749,-0.5567808507916094,5.633066869661675,1.14303422693007,5.581443160514359,-0.08077032577932441,6.168468361771129,-0.36855661474776735,4.972108024132812,0.5174402270828745,7.066380847595911,-0.012501571537150369,5.8198772632449565
8,0.37977670895373655,5.026909945896252,1.666708969688509,4.84993246712519,0.5840107499795018,5.164997737771327,0.37968806230512026,6.5864175392343665,0.11586519796608863,6.270350257350223,0.34707302776540494,6.836275900552166,0.6849305756125731,5.646153442567407,1.2009259434828656,4.897881619734502,1.3702747312611014,5.6747598470008,0.3287575022909519,5.905318359325048,0.9879152578469068,5.808659216128024,-0.325780302763389,4.832102562826482,1.4203433769432436,4.581160156815887
9,0.9187798513289542,5.908506995492758,-0.41546373600017905,5.48915175450797,1.2979787205049673,6.5693162319806175,2.458178011757733,7.772260022946444,-0.5095109646023018,5.8513489201158295,-0.2633336605191511,6.708838392903108,1.4132206417997328,6.589483575414481,0.9076020741145291,4.68047248079924,1.8939438393727044,5.754577704679015,-0.17036334964218047,5.07039215903565,-0.10085570562658275,4.166197051946853,0.7813774020704389,4.931335714526493,-0.6863607753178954,5.8400351028486925
10,-0.5328649911638508,5.760318594129814,0.7100680275532516,6.239582353834381,2.4581378705253556,5.298634179797792,2.1715905382318565,5.934779780756397,0.669794543291387,6.068698424375123,1.6931029716589843,5.52862646017177,1.1423995982833848,5.16116456836407,-0.20484769904740596,5.251534878548899,-0.09480786677823816,5.38979689096018,1.6518810312883576,4.613841665026997,0.8405426043288928,5.785351069570446,1.3356932217060784,6.318454178044541,0.5081747667307848,6.695352468875707
11,1.7679660257772727,4.369422128045744,1.8745093128974153,4.946950442656617,1.3780627359794344,6.114184059066963,1.3117431694163835,6.245358597347239,0.5872274213075541,5.975890706947111,2.5725087049118898,4.890236700369146,0.4692772769495468,6.087850662833469,-0.014081731702216271,5.347218302882843,1.2514368895312074,6.028937266969456,0.8137609187016357,5.7665609294901135,0.39761427437698293,7.980681392915594,1.346806661718123,5.867623231366076,1.3117326915476228,7.080908051637786
12,1.3931789485638666,5.6298200509492915,0.713943016246899,8.201193057048645,-0.05000425854621571,7.166267186446022,1.3994064783782671,3.935885270398933,2.1662402056587657,6.724023239985828,0.734218291545018,5.290653154976593,1.2309423578450145,4.312740671284691,0.4206046137628381,4.886470661420265,2.4465277233103233,6.473347539567362,-0.27325139128519993,6.993499790004604,0.8167099572988951,6.335988143107363,1.6239668214775178,6.077588146829271,0.649773878054366,5.5263897861268205
13,0.693778958934087,7.110235016078251,0.32041865698277927,6.153854068605694,1.6520873396726459,6.213062701601752,0.9536526498559923,6.725498691180485,2.4007845337473306,5.88250967756733,1.6807508924565258,5.782235515447166,2.3505390024716544,6.741073104933215,1.5177618329482827,7.2404409848731435,1.4603186350743416,6.069386539093757,0.9664682250689378,5.142015797663498,0.48518995655547303,6.5891834910783516,1.8097560696664807,4.475977157694327,1.0126680264861616,6.496851872743947
14,0.3802214340188843,7.514617302777845,1.9878045080601996,6.821433283325379,1.7512991782687992,6.687932438191633,1.9820716575255353,6.1323367170541,1.119663213513511,6.1056610622324445,0.9610371710731023,6.481616572160811,0.8130080376858739,6.708496792812057,0.5114475924003098,6.3641719719727545,1.2963436555666552,7.167339842076096,1.8249588260329046,5.162411250619849,0.12513158774872912,5.965352803846207,1.568520735733143,6.476267793648838,1.867499346169836,8.023724401967868
15,1.7341131166643509,7.274867008212535,0.835262341419371,6.487957573207737,0.7113136319771487,6.371465096872476,0.15285265695988137,5.237158017127256,1.0940945435569651,5.4232205665003965,-0.0931050436012344,6.279505636591633,2.1351274851378435,7.191121385779807,2.8654731978671606,6.3304173985150225,-0.015650334822647105,6.403723538355221,0.08692274271946188,6.249253895157379,3.215499200096046,5.865089406571153,1.0493550881217193,7.057636291306542,0.670471616428519,6.419150218344795
